,productname,price,processor,RAM,os,display,rating
541,Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹51,990",Not Available,Not Available,Not Available,Not Available,4
542,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹28,990",Not Available,Not Available,Not Available,Not Available,4.7
543,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4
544,Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.4
545,Acer Aspire Lite Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,"₹50,990",Not Available,Not Available,Not Available,Not Available,4.4
546,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹36,599",Not Available,Not Available,Not Available,Not Available,4.4
547,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹40,990",Not Available,Not Available,Not Available,Not Available,4.3
548,MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-072IN Thin...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.3
549,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"₹35,700",Not Available,Not Available,Not Available,Not Available,4.2
550,MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Busine...,"₹81,990",Not Available,Not Available,Not Available,Not Available,4.1
551,Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹1,89,990",Not Available,Not Available,Not Available,Not Available,4.2
552,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹50,990",Not Available,Not Available,Not Available,Not Available,4.3
553,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4
554,ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK521...,"₹1,19,990",Not Available,Not Available,Not Available,Not Available,4.1
555,DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) Latitude 344...,"₹29,299",Not Available,Not Available,Not Available,Not Available,4.2
556,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹52,990",Not Available,Not Available,Not Available,Not Available,4.3
557,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.2
558,DELL Latitude 3540 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) Latitude 354...,"₹99,990",Not Available,Not Available,Not Available,Not Available,3.7
559,MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,"₹1,84,990",Not Available,Not Available,Not Available,Not Available,4.5
560,ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK54...,"₹72,990",Not Available,Not Available,Not Available,Not Available,4.3
561,MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Busines...,"₹50,990",Not Available,Not Available,Not Available,Not Available,4.3
562,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹70,990",Not Available,Not Available,Not Available,Not Available,4.4
563,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4
564,ASUS Vivobook 15 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-NJ541WS Thin and Ligh...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.2
565,Lenovo V14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V14 ITL G2 Thin and Light ...,"₹12,990",Not Available,Not Available,Not Available,Not Available,3.7
566,HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,"₹31,490",Not Available,Not Available,Not Available,Not Available,3.9
567,HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.1
568,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.2
569,Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹47,990",Not Available,Not Available,Not Available,Not Available,4.3
570,Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,"₹29,990",Not Available,Not Available,Not Available,Not Available,4.2
571,ASUS Vivobook 15X Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ541WS T...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.1
572,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹30,999",Not Available,Not Available,Not Available,Not Available,4.1
573,MSI Katana 15 Intel Core i9 13th Gen 13900H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.7
574,HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.3
575,MSI Thin 15 Intel Core i5 12th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹74,990",Not Available,Not Available,Not Available,Not Available,4.2
576,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹75,990",Not Available,Not Available,Not Available,Not Available,4.3
577,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.7
578,Acer Predator Helios 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.7
579,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹54,990",Not Available,Not Available,Not Available,Not Available,4.7
580,ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,"₹1,39,988",Not Available,Not Available,Not Available,Not Available,3.7
581,Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,"₹95,990",Not Available,Not Available,Not Available,Not Available,4.2
582,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹1,05,990",Not Available,Not Available,Not Available,Not Available,4.2
583,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.7
584,walker Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1 Thin and Light Laptop,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.5
585,Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light L...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4
586,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹85,990",Not Available,Not Available,Not Available,Not Available,3.9
587,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.3
588,Colorful XS Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.2
589,Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,"₹36,990",Not Available,Not Available,Not Available,Not Available,4.2
590,Lenovo LOQ Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹33,490",Not Available,Not Available,Not Available,Not Available,4.2
591,DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,"₹31,889",Not Available,Not Available,Not Available,Not Available,4.1
592,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹29,480",Not Available,Not Available,Not Available,Not Available,4
593,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.7
594,MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.2
595,HP Victus Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹34,990",Not Available,Not Available,Not Available,Not Available,4.7
596,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹1,05,990",Not Available,Not Available,Not Available,Not Available,4.1
597,HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.2
598,MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busine...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4
599,ASUS TUF Gaming F15 Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,"₹85,990",Not Available,Not Available,Not Available,Not Available,3.9
600,Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRYM3HN/A,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.3
601,Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8G4HN/A,"₹23,500",Not Available,Not Available,Not Available,Not Available,4.3
602,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹34,990",Not Available,Not Available,Not Available,Not Available,4
603,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.1
604,ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ545WS Thi...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,3.7
605,Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,"₹34,990",Not Available,Not Available,Not Available,Not Available,4.2
606,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹85,990",Not Available,Not Available,Not Available,Not Available,4.7
607,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.1
608,ASUS Vivobook 14 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin...,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.7
609,HP Laptop Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0123TU Thin and Light Laptop,"₹1,34,900",Not Available,Not Available,Not Available,Not Available,3.9
610,ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK325WS Th...,"₹21,990",Not Available,Not Available,Not Available,Not Available,4.5
611,Acer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop,"₹98,990",Not Available,Not Available,Not Available,Not Available,4
612,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹36,990",Not Available,Not Available,Not Available,Not Available,4.2
613,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,3.9
614,HP G8 Intel Core i3 12th Gen 12 gen - (16 GB/512 GB SSD/Windows 11 Pro) 250G8 Business Laptop,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.2
615,Apple MacBook Air Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MRYQ3HN/A,"₹36,490",Not Available,Not Available,Not Available,Not Available,4.1
616,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹34,990",Not Available,Not Available,Not Available,Not Available,4.2
617,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.2
618,ASUS TUF Gaming A15 with 90WHr Battery AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Hom...,"₹17,990",Not Available,Not Available,Not Available,Not Available,3.8
619,Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.7
620,HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 255 Laptop,"₹32,990",Not Available,Not Available,Not Available,Not Available,4.2
621,HP 245 G8 AMD Ryzen 5 Quad Core 3500u - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business Laptop,"₹23,650",Not Available,Not Available,Not Available,Not Available,4.7
622,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹1,05,990",Not Available,Not Available,Not Available,Not Available,4
623,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.2
624,HP G8 Intel Core i3 12th Gen 12 gen - (16 GB/512 GB SSD/Windows 11 Pro) 250G8 Business Laptop,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.3
625,ASUS TUF Gaming A15 with 90WHr Battery AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Hom...,"₹26,990",Not Available,Not Available,Not Available,Not Available,4.3
626,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹36,499",Not Available,Not Available,Not Available,Not Available,4.3
627,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹73,990",Not Available,Not Available,Not Available,Not Available,3.6
628,Apple MacBook Air Apple M3 - (16 GB/512 GB SSD/macOS Sonoma) MXCT3HN/A,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.2
629,Ultimus Neo Intel Core i3 10th Gen 1035G4 - (8 GB/256 GB SSD/Windows 11 Home) NU14U3INT54BN-SG Thin an...,"₹42,990",Not Available,Not Available,Not Available,Not Available,3.7
630,Apple MacBook Air Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MRXR3HN/A,"₹32,499",Not Available,Not Available,Not Available,Not Available,4.2
631,ASUS Vivobook 14 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin...,"₹39,490",Not Available,Not Available,Not Available,Not Available,3.9
632,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.1
633,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.5
634,HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2223AU Thin and Light Laptop,"₹53,990",Not Available,Not Available,Not Available,Not Available,4
635,HP 245 G8 AMD Ryzen 5 Quad Core 3500u - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business Laptop,"₹25,990",Not Available,Not Available,Not Available,Not Available,3.7
636,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹39,490",Not Available,Not Available,Not Available,Not Available,3.9
637,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.2
638,Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.1
639,Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and ...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.2
640,Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook,"₹39,990",Not Available,Not Available,Not Available,Not Available,4.2
641,Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8H4HN/A,"₹18,990",Not Available,Not Available,Not Available,Not Available,4.2
642,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹26,990",Not Available,Not Available,Not Available,Not Available,4.7
643,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.3
644,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) E510MA-EJ021WS T...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.1
645,Lenovo V14 Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 10) V14 Thin and Light Laptop,"₹33,365",Not Available,Not Available,Not Available,Not Available,4.2
646,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹34,190",Not Available,Not Available,Not Available,Not Available,3.7
647,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹41,000",Not Available,Not Available,Not Available,Not Available,3.7
648,Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.2
649,DELL Latitude 3540 (2024) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) Latitude 35...,"₹44,990",Not Available,Not Available,Not Available,Not Available,4.1
650,Lenovo MSO'2024 AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Light...,"₹1,04,990",Not Available,Not Available,Not Available,Not Available,4.2
651,Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,"₹51,490",Not Available,Not Available,Not Available,Not Available,4.5
652,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹13,990",Not Available,Not Available,Not Available,Not Available,4
653,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹15,990",Not Available,Not Available,Not Available,Not Available,3.8
654,Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.7
655,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...,"₹24,999",Not Available,Not Available,Not Available,Not Available,4.1
656,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹51,490",Not Available,Not Available,Not Available,Not Available,4.2
657,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.1
658,HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.1
659,MSI Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1203IN Thin and ...,"₹33,900",Not Available,Not Available,Not Available,Not Available,4
660,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Plus Laptop,"₹1,26,990",Not Available,Not Available,Not Available,Not Available,4.2
661,Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/256 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹73,690",Not Available,Not Available,Not Available,Not Available,4.7
662,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹32,490",Not Available,Not Available,Not Available,Not Available,4.8
663,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹46,490",Not Available,Not Available,Not Available,Not Available,3.9
664,DELL MSO'2021 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,"₹17,990",Not Available,Not Available,Not Available,Not Available,5
665,DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,"₹21,990",Not Available,Not Available,Not Available,Not Available,4.3
666,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹24,299",Not Available,Not Available,Not Available,Not Available,4.3
667,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.3
668,Acer Aspire 3 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.2
669,"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/...","₹30,000",Not Available,Not Available,Not Available,Not Available,4.4
670,DELL Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,"₹18,990",Not Available,Not Available,Not Available,Not Available,3.7
671,HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook,"₹1,04,990",Not Available,Not Available,Not Available,Not Available,4.3
672,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹1,02,990",Not Available,Not Available,Not Available,Not Available,4.1
673,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4
674,HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business L...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.1
675,DELL Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,"₹80,190",Not Available,Not Available,Not Available,Not Available,4.2
676,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,59,990",Not Available,Not Available,Not Available,Not Available,4.5
677,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.8
678,HP G9 Intel Core i3 13th Gen 1315U Turbo Boost with Finger Print - (16 GB/512 GB SSD/Windows 11 Pro) 2...,"₹62,990",Not Available,Not Available,Not Available,Not Available,3.9
679,HP OMEN AI PC OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,"₹1,24,990",Not Available,Not Available,Not Available,Not Available,4.2
680,Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8...,"₹75,990",Not Available,Not Available,Not Available,Not Available,4
